Date,Price,Open,High,Low,Change %
"Oct 09, 2002",12.2044,12.1132,12.2145,12.0953,0.75%
"Oct 10, 2002",12.2011,12.2075,12.2377,12.1736,-0.03%
"Oct 11, 2002",12.1809,12.1984,12.2138,12.1497,-0.17%
"Oct 14, 2002",12.1503,12.182,12.2222,12.1293,-0.25%
"Oct 15, 2002",12.1139,12.148,12.1539,12.0743,-0.30%
"Oct 16, 2002",12.1144,12.1026,12.1376,12.0827,0.00%
"Oct 17, 2002",12.0904,12.1086,12.1538,12.08,-0.20%
"Oct 18, 2002",12.0568,12.0874,12.1062,12.0315,-0.28%
"Oct 21, 2002",12.0341,12.0467,12.1016,12.0141,-0.19%
"Oct 22, 2002",12.0629,12.0337,12.0875,12.0175,0.24%
"Oct 23, 2002",12.071,12.052,12.0969,12.0272,0.07%
"Oct 24, 2002",12.1231,12.068,12.1287,12.044,0.43%
"Oct 25, 2002",12.0939,12.1181,12.1418,12.0885,-0.24%
"Oct 28, 2002",12.1682,12.092,12.186,12.0452,0.61%
"Oct 29, 2002",12.1424,12.1641,12.1738,12.1212,-0.21%
"Oct 30, 2002",12.1466,12.1385,12.1583,12.1249,0.03%
"Oct 31, 2002",12.206,12.149,12.2114,12.1279,0.49%
"Nov 01, 2002",12.1967,12.2017,12.2285,12.171,-0.08%
"Nov 04, 2002",12.1489,12.1983,12.206,12.1051,-0.39%
"Nov 05, 2002",12.1882,12.1462,12.225,12.1298,0.32%
"Nov 06, 2002",12.195,12.1862,12.209,12.1326,0.06%
"Nov 07, 2002",12.3201,12.1973,12.3357,12.1825,1.03%
"Nov 08, 2002",12.4131,12.3187,12.4264,12.3065,0.75%
"Nov 11, 2002",12.3796,12.3981,12.4561,12.3647,-0.27%
"Nov 12, 2002",12.3989,12.3772,12.4226,12.3486,0.16%
"Nov 13, 2002",12.3707,12.3978,12.402,12.3539,-0.23%
"Nov 14, 2002",12.3188,12.3656,12.3992,12.3036,-0.42%
"Nov 15, 2002",12.325,12.3114,12.3367,12.2666,0.05%
"Nov 18, 2002",12.3355,12.3145,12.3472,12.3021,0.09%
"Nov 19, 2002",12.3304,12.3324,12.4129,12.2981,-0.04%
"Nov 20, 2002",12.2546,12.3266,12.3477,12.2465,-0.61%
"Nov 21, 2002",12.3385,12.2555,12.341,12.2485,0.68%
"Nov 22, 2002",12.3213,12.3315,12.3613,12.2979,-0.14%
"Nov 25, 2002",12.2011,12.3065,12.3158,12.1853,-0.98%
"Nov 26, 2002",12.1058,12.2026,12.2171,12.0513,-0.78%
"Nov 27, 2002",12.0667,12.103,12.1203,12.0164,-0.32%
"Nov 28, 2002",12.0987,12.0632,12.1272,12.0457,0.27%
"Nov 29, 2002",12.1433,12.091,12.1558,12.0619,0.37%
"Dec 02, 2002",12.1516,12.1384,12.1594,12.0463,0.07%
"Dec 03, 2002",12.2429,12.154,12.2588,12.1265,0.75%
"Dec 04, 2002",12.2452,12.2429,12.2934,12.2213,0.02%
"Dec 05, 2002",12.2573,12.2405,12.2749,12.2125,0.10%
"Dec 06, 2002",12.2935,12.2475,12.3227,12.2245,0.30%
"Dec 09, 2002",12.3177,12.2998,12.3221,12.2786,0.20%
"Dec 10, 2002",12.2498,12.3173,12.3521,12.2287,-0.55%
"Dec 11, 2002",12.2998,12.2521,12.306,12.2323,0.41%
"Dec 12, 2002",12.3378,12.299,12.3428,12.2611,0.31%
"Dec 13, 2002",12.3949,12.3332,12.4078,12.2981,0.46%
"Dec 16, 2002",12.4117,12.3868,12.429,12.37,0.14%
"Dec 17, 2002",12.4705,12.4066,12.4943,12.3934,0.47%
"Dec 18, 2002",12.4905,12.4682,12.5017,12.4414,0.16%
"Dec 19, 2002",12.5099,12.5045,12.5221,12.4593,0.16%
"Dec 20, 2002",12.4963,12.5066,12.5182,12.4758,-0.11%
"Dec 23, 2002",12.4296,12.4939,12.5264,12.3707,-0.53%
"Dec 24, 2002",12.4392,12.4214,12.459,12.3923,0.08%
"Dec 25, 2002",12.4461,12.4358,12.4657,12.4163,0.06%
"Dec 26, 2002",12.4772,12.4459,12.4804,12.4272,0.25%
"Dec 27, 2002",12.5087,12.4715,12.5114,12.3943,0.25%
"Dec 30, 2002",12.5171,12.5019,12.5241,12.4848,0.07%
"Dec 31, 2002",12.5658,12.5079,12.5833,12.4792,0.39%
"Jan 02, 2003",12.4327,12.5607,12.5662,12.4101,-1.06%
"Jan 03, 2003",12.5513,12.4303,12.5624,12.4029,0.95%
"Jan 06, 2003",12.5461,12.5443,12.6057,12.5252,-0.04%
"Jan 07, 2003",12.5149,12.5401,12.5495,12.4907,-0.25%
"Jan 08, 2003",12.5814,12.5063,12.5983,12.4485,0.53%
"Jan 09, 2003",12.5279,12.5751,12.61,12.4979,-0.43%
"Jan 10, 2003",12.5402,12.5286,12.596,12.5094,0.10%
"Jan 13, 2003",12.4779,12.544,12.5556,12.4689,-0.50%
"Jan 14, 2003",12.5177,12.4764,12.5731,12.4659,0.32%
"Jan 15, 2003",12.5155,12.5169,12.5369,12.4414,-0.02%
"Jan 16, 2003",12.5645,12.5194,12.5971,12.4912,0.39%
"Jan 17, 2003",12.5794,12.5585,12.6345,12.5426,0.12%
"Jan 20, 2003",12.5403,12.5696,12.6324,12.5044,-0.31%
"Jan 21, 2003",12.6149,12.5422,12.6227,12.4878,0.59%
"Jan 22, 2003",12.6214,12.6191,12.6314,12.5455,0.05%
"Jan 23, 2003",12.6587,12.6361,12.6691,12.5938,0.30%
"Jan 24, 2003",12.7348,12.6528,12.7621,12.638,0.60%
"Jan 27, 2003",12.7667,12.7336,12.8018,12.6973,0.25%
"Jan 28, 2003",12.7964,12.7636,12.8041,12.7135,0.23%
"Jan 29, 2003",12.8465,12.7994,12.8688,12.7807,0.39%
"Jan 30, 2003",12.9083,12.8497,12.9129,12.7871,0.48%
"Jan 31, 2003",12.8527,12.9024,12.9263,12.8069,-0.43%
"Feb 03, 2003",12.8184,12.8536,12.8587,12.757,-0.27%
"Feb 04, 2003",12.865,12.818,12.8686,12.7977,0.36%
"Feb 05, 2003",12.7993,12.8598,12.8997,12.7776,-0.51%
"Feb 06, 2003",12.7715,12.7895,12.8532,12.7402,-0.22%
"Feb 07, 2003",12.7238,12.7723,12.7789,12.6598,-0.37%
"Feb 10, 2003",12.6846,12.725,12.7579,12.6807,-0.31%
"Feb 11, 2003",12.6236,12.6768,12.6897,12.5863,-0.48%
"Feb 12, 2003",12.6118,12.6228,12.6547,12.5778,-0.09%
"Feb 13, 2003",12.6301,12.5973,12.6707,12.5949,0.15%
"Feb 14, 2003",12.591,12.6269,12.6596,12.5541,-0.31%
"Feb 17, 2003",12.4721,12.5598,12.5727,12.4538,-0.94%
"Feb 18, 2003",12.4066,12.4584,12.5092,12.3989,-0.53%
"Feb 19, 2003",12.4557,12.4012,12.4635,12.3942,0.40%
"Feb 20, 2003",12.4284,12.4584,12.4978,12.406,-0.22%
"Feb 21, 2003",12.3201,12.4257,12.4631,12.2971,-0.87%
"Feb 24, 2003",12.3817,12.2873,12.3856,12.2752,0.50%
"Feb 25, 2003",12.2736,12.3792,12.3944,12.244,-0.87%
"Feb 26, 2003",12.3393,12.2713,12.3541,12.2557,0.54%
"Feb 27, 2003",12.322,12.352,12.3827,12.2875,-0.14%
"Feb 28, 2003",12.2734,12.3224,12.357,12.2647,-0.39%
"Mar 03, 2003",12.3114,12.2638,12.33,12.251,0.31%
"Mar 04, 2003",12.3343,12.3113,12.3688,12.3063,0.19%
"Mar 05, 2003",12.4841,12.3297,12.5135,12.3258,1.21%
"Mar 06, 2003",12.5068,12.4884,12.5315,12.4654,0.18%
"Mar 07, 2003",12.4992,12.5074,12.5518,12.4461,-0.06%
"Mar 10, 2003",12.4928,12.4923,12.5092,12.4208,-0.05%
"Mar 11, 2003",12.5343,12.4873,12.5406,12.4572,0.33%
"Mar 12, 2003",12.5814,12.5366,12.6023,12.5129,0.38%
"Mar 13, 2003",12.4851,12.5762,12.5851,12.4742,-0.77%
"Mar 14, 2003",12.3497,12.4779,12.4995,12.3126,-1.08%
"Mar 17, 2003",12.241,12.3681,12.4063,12.2129,-0.88%
"Mar 18, 2003",12.2166,12.2387,12.2519,12.1666,-0.20%
"Mar 19, 2003",12.1913,12.2104,12.229,12.1161,-0.21%
"Mar 20, 2003",12.216,12.1894,12.2463,12.1816,0.20%
"Mar 21, 2003",12.1896,12.2145,12.2423,12.1558,-0.22%
"Mar 24, 2003",12.2731,12.2132,12.3042,12.1961,0.69%
"Mar 25, 2003",12.2668,12.2783,12.3213,12.2301,-0.05%
"Mar 26, 2003",12.2801,12.2636,12.3002,12.2408,0.11%
"Mar 27, 2003",12.2049,12.2748,12.3155,12.182,-0.61%
"Mar 28, 2003",12.2708,12.2056,12.3106,12.1696,0.54%
"Mar 31, 2003",12.3484,12.277,12.3516,12.266,0.63%
"Apr 01, 2003",12.3089,12.3407,12.3512,12.2563,-0.32%
"Apr 02, 2003",12.2215,12.3031,12.3366,12.1989,-0.71%
"Apr 03, 2003",12.2583,12.2237,12.2769,12.1572,0.30%
"Apr 04, 2003",12.1745,12.2625,12.2705,12.1558,-0.68%
"Apr 07, 2003",12.1243,12.1285,12.1615,12.0562,-0.41%
"Apr 08, 2003",12.1219,12.1313,12.1394,12.0777,-0.02%
"Apr 09, 2003",12.1913,12.1215,12.2011,12.0874,0.57%
"Apr 10, 2003",12.2671,12.2022,12.2787,12.1822,0.62%
"Apr 11, 2003",12.2611,12.2617,12.273,12.2111,-0.05%
"Apr 14, 2003",12.2765,12.251,12.3013,12.2282,0.13%
"Apr 15, 2003",12.2463,12.2558,12.2806,12.2196,-0.25%
"Apr 16, 2003",12.3277,12.2461,12.33,12.2332,0.66%
"Apr 17, 2003",12.2523,12.3223,12.3598,12.2432,-0.61%
"Apr 18, 2003",12.2499,12.253,12.2913,12.2437,-0.02%
"Apr 21, 2003",12.1863,12.2454,12.2891,12.154,-0.52%
"Apr 22, 2003",12.3049,12.182,12.3285,12.1747,0.97%
"Apr 23, 2003",12.3745,12.3003,12.3886,12.2558,0.57%
"Apr 24, 2003",12.4289,12.3542,12.4649,12.348,0.44%
"Apr 25, 2003",12.4119,12.421,12.448,12.3712,-0.14%
"Apr 28, 2003",12.3868,12.424,12.469,12.3775,-0.20%
"Apr 29, 2003",12.4312,12.3868,12.4413,12.3675,0.36%
"Apr 30, 2003",12.4696,12.4277,12.5076,12.4074,0.31%
"May 01, 2003",12.5663,12.4697,12.5863,12.4581,0.78%
"May 02, 2003",12.5069,12.5623,12.5724,12.4789,-0.47%
"May 05, 2003",12.5305,12.5032,12.5373,12.4899,0.19%
"May 06, 2003",12.6029,12.5204,12.6255,12.5172,0.58%
"May 07, 2003",12.4516,12.5966,12.6184,12.3999,-1.20%
"May 08, 2003",12.494,12.4885,12.4971,12.4885,0.34%
"May 09, 2003",12.5196,12.4885,12.5532,12.4804,0.20%
"May 12, 2003",12.5606,12.5375,12.5945,12.5087,0.33%
"May 13, 2003",12.5477,12.5598,12.5705,12.5091,-0.10%
"May 14, 2003",12.6181,12.5515,12.6472,12.523,0.56%
"May 15, 2003",12.6493,12.6064,12.6966,12.5756,0.25%
"May 16, 2003",12.6474,12.6398,12.7117,12.6146,-0.02%
"May 19, 2003",12.7348,12.693,12.7772,12.6727,0.69%
"May 20, 2003",12.7968,12.7395,12.8169,12.7156,0.49%
"May 21, 2003",12.7419,12.7894,12.8453,12.7389,-0.43%
"May 22, 2003",12.7439,12.7443,12.7875,12.7198,0.02%
"May 23, 2003",12.7561,12.7384,12.831,12.718,0.10%
"May 26, 2003",12.7716,12.7375,12.8049,12.7328,0.12%
"May 27, 2003",12.7769,12.7786,12.847,12.766,0.04%
"May 28, 2003",12.7898,12.78,12.8205,12.712,0.10%
"May 29, 2003",12.9004,12.7797,12.9045,12.7237,0.86%
"May 30, 2003",12.7615,12.8965,12.9039,12.7268,-1.08%
"Jun 02, 2003",12.769,12.6732,12.7896,12.67,0.06%
"Jun 03, 2003",12.7018,12.7643,12.8113,12.6598,-0.53%
"Jun 04, 2003",12.716,12.7017,12.7477,12.6878,0.11%
"Jun 05, 2003",12.9484,12.7164,12.963,12.6992,1.83%
"Jun 06, 2003",12.9636,12.9448,13.0344,12.8993,0.12%
"Jun 09, 2003",12.8305,12.9324,12.991,12.8045,-1.03%
"Jun 10, 2003",12.8818,12.8305,12.9297,12.8023,0.40%
"Jun 11, 2003",12.9956,12.8754,13.0261,12.8654,0.88%
"Jun 12, 2003",13.0162,12.9909,13.0955,12.9876,0.16%
"Jun 13, 2003",13.0409,13.0037,13.066,12.9711,0.19%
"Jun 16, 2003",13.0802,13.0553,13.17,13.0308,0.30%
"Jun 17, 2003",13.1456,13.0744,13.1854,13.072,0.50%
"Jun 18, 2003",13.0873,13.1327,13.1526,13.0609,-0.44%
"Jun 19, 2003",13.097,13.0966,13.1078,13.0121,0.07%
"Jun 20, 2003",12.9797,13.0915,13.1208,12.9304,-0.90%
"Jun 23, 2003",13.008,12.9453,13.0226,12.9081,0.22%
"Jun 24, 2003",12.97,12.9993,13.0328,12.9366,-0.29%
"Jun 25, 2003",13.0462,12.9676,13.1014,12.9508,0.59%
"Jun 26, 2003",12.9487,13.0379,13.0532,12.9381,-0.75%
"Jun 27, 2003",12.8625,12.9498,12.9705,12.8294,-0.67%
"Jun 30, 2003",12.9023,12.8586,12.9249,12.8293,0.31%
"Jul 01, 2003",12.9656,12.9074,12.9872,12.877,0.49%
"Jul 02, 2003",12.9929,12.9609,13.0017,12.9428,0.21%
"Jul 03, 2003",13.0113,12.9835,13.0594,12.9447,0.14%
"Jul 04, 2003",13.0041,13.0167,13.0359,12.9799,-0.06%
"Jul 07, 2003",12.8567,12.9948,13.0116,12.8435,-1.13%
"Jul 08, 2003",12.7525,12.85,12.8679,12.7221,-0.81%
"Jul 09, 2003",12.7695,12.7432,12.7836,12.6888,0.13%
"Jul 10, 2003",12.7477,12.7669,12.7732,12.6453,-0.17%
"Jul 11, 2003",12.7191,12.7414,12.7797,12.7055,-0.22%
"Jul 14, 2003",12.5852,12.7133,12.7157,12.5726,-1.05%
"Jul 15, 2003",12.4112,12.5375,12.5898,12.3971,-1.38%
"Jul 16, 2003",12.4498,12.4112,12.4576,12.361,0.31%
"Jul 17, 2003",12.4511,12.453,12.4765,12.3563,0.01%
"Jul 18, 2003",12.4114,12.4511,12.4668,12.338,-0.32%
"Jul 21, 2003",12.4828,12.3154,12.4976,12.3037,0.58%
"Jul 22, 2003",12.4503,12.4796,12.521,12.4357,-0.26%
"Jul 23, 2003",12.5341,12.4483,12.5612,12.4199,0.67%
"Jul 24, 2003",12.6053,12.538,12.6108,12.5196,0.57%
"Jul 25, 2003",12.6344,12.5986,12.6658,12.5637,0.23%
"Jul 28, 2003",12.673,12.6341,12.7086,12.6103,0.31%
"Jul 29, 2003",12.6681,12.671,12.7237,12.6411,-0.04%
"Jul 30, 2003",12.6067,12.6602,12.6779,12.5882,-0.48%
"Jul 31, 2003",12.5596,12.606,12.6105,12.5143,-0.37%
"Aug 01, 2003",12.564,12.5592,12.575,12.4787,0.04%
"Aug 04, 2003",12.5665,12.565,12.5704,12.5626,0.02%
"Aug 05, 2003",12.5994,12.565,12.6072,12.492,0.26%
"Aug 06, 2003",12.5533,12.5919,12.6294,12.5038,-0.37%
"Aug 07, 2003",12.6239,12.5491,12.6246,12.5172,0.56%
"Aug 08, 2003",12.5107,12.611,12.6219,12.4829,-0.90%
"Aug 11, 2003",12.5373,12.5032,12.5621,12.4622,0.21%
"Aug 12, 2003",12.4984,12.5374,12.552,12.4692,-0.31%
"Aug 13, 2003",12.5401,12.4959,12.5562,12.4467,0.33%
"Aug 14, 2003",12.4792,12.5302,12.5882,12.4628,-0.49%
"Aug 15, 2003",12.4556,12.4918,12.5088,12.4176,-0.19%
"Aug 18, 2003",12.4111,12.4569,12.469,12.3783,-0.36%
"Aug 19, 2003",12.3844,12.4018,12.4047,12.326,-0.22%
"Aug 20, 2003",12.4233,12.3803,12.4544,12.3627,0.31%
"Aug 21, 2003",12.3105,12.4186,12.4359,12.2786,-0.91%
"Aug 22, 2003",12.2806,12.3051,12.3192,12.2424,-0.24%
"Aug 25, 2003",12.2384,12.2759,12.3172,12.2305,-0.34%
"Aug 26, 2003",12.2386,12.2321,12.283,12.1788,0.00%
"Aug 27, 2003",12.2615,12.2382,12.2864,12.2164,0.19%
"Aug 28, 2003",12.3092,12.246,12.3139,12.2031,0.39%
"Aug 29, 2003",12.3029,12.3053,12.3466,12.2602,-0.05%
"Sep 01, 2003",12.2515,12.3109,12.3342,12.2273,-0.42%
"Sep 02, 2003",12.2237,12.2468,12.2834,12.1797,-0.23%
"Sep 03, 2003",12.2572,12.2246,12.2962,12.1711,0.27%
"Sep 04, 2003",12.3416,12.2549,12.3439,12.219,0.69%
"Sep 05, 2003",12.388,12.3377,12.4092,12.3023,0.38%
"Sep 08, 2003",12.3461,12.3432,12.3461,12.3432,-0.34%
"Sep 09, 2003",12.4133,12.3432,12.4236,12.3073,0.54%
"Sep 10, 2003",12.4176,12.412,12.4385,12.3776,0.03%
"Sep 11, 2003",12.4382,12.4171,12.4629,12.3957,0.17%
"Sep 12, 2003",12.5019,12.4397,12.534,12.4027,0.51%
"Sep 15, 2003",12.4847,12.4984,12.5399,12.4772,-0.14%
"Sep 16, 2003",12.3834,12.4857,12.5244,12.3611,-0.81%
"Sep 17, 2003",12.5624,12.3775,12.5624,12.368,1.45%
"Sep 18, 2003",12.616,12.5499,12.6486,12.5275,0.43%
"Sep 19, 2003",12.7591,12.6097,12.7728,12.586,1.13%
"Sep 22, 2003",12.7834,12.8435,12.8729,12.7327,0.19%
"Sep 23, 2003",12.7826,12.7724,12.9003,12.6873,-0.01%
"Sep 24, 2003",12.868,12.7713,12.8857,12.7463,0.67%
"Sep 25, 2003",12.8799,12.8675,12.9047,12.7978,0.09%
"Sep 26, 2003",12.8545,12.872,12.9335,12.8375,-0.20%
"Sep 29, 2003",12.915,12.8478,12.9582,12.7451,0.47%
"Sep 30, 2003",12.8661,12.9169,12.9827,12.8406,-0.38%
"Oct 01, 2003",12.9159,12.8654,12.919,12.7963,0.39%
"Oct 02, 2003",12.9029,12.917,12.9517,12.8536,-0.10%
"Oct 03, 2003",12.8178,12.8883,12.9483,12.7799,-0.66%
"Oct 06, 2003",12.8715,12.7887,12.9222,12.7887,0.42%
"Oct 07, 2003",12.8149,12.8691,12.9413,12.8032,-0.44%
"Oct 08, 2003",12.8593,12.8117,12.8972,12.7974,0.35%
"Oct 09, 2003",12.8853,12.8608,12.9213,12.8021,0.20%
"Oct 10, 2003",12.8718,12.875,12.9344,12.8294,-0.10%
"Oct 13, 2003",12.8836,12.8641,12.9368,12.7837,0.09%
"Oct 14, 2003",12.9464,12.8832,12.9889,12.8066,0.49%
"Oct 15, 2003",12.9096,12.957,12.9844,12.8803,-0.28%
"Oct 16, 2003",12.9549,12.9013,13.0228,12.8981,0.35%
"Oct 17, 2003",12.9994,12.9527,13.0009,12.9171,0.34%
"Oct 20, 2003",12.9497,13.0039,13.0377,12.9393,-0.38%
"Oct 21, 2003",12.9849,12.9424,13.0085,12.9303,0.27%
"Oct 22, 2003",13.1126,12.9849,13.1334,12.9674,0.98%
"Oct 23, 2003",13.156,13.1374,13.1749,13.1351,0.33%
"Oct 24, 2003",13.1454,13.1374,13.1786,13.1243,-0.08%
"Oct 27, 2003",13.1471,13.1375,13.1679,13.1086,0.01%
"Oct 28, 2003",13.1679,13.1401,13.1893,13.0871,0.16%
"Oct 29, 2003",13.1797,13.1601,13.2597,13.1566,0.09%
"Oct 30, 2003",13.1621,13.1725,13.257,13.1516,-0.13%
"Oct 31, 2003",13.1624,13.1524,13.2021,13.1259,0.00%
"Nov 03, 2003",13.0205,13.164,13.1893,13.0095,-1.08%
"Nov 04, 2003",13.0559,13.0118,13.0849,12.9439,0.27%
"Nov 05, 2003",13.0033,13.0485,13.108,12.971,-0.40%
"Nov 06, 2003",12.965,12.9981,13.0391,12.9274,-0.29%
"Nov 07, 2003",13.0058,12.9516,13.0073,12.8675,0.31%
"Nov 10, 2003",12.9444,12.994,13.0231,12.9221,-0.47%
"Nov 11, 2003",12.9142,12.933,12.9582,12.8926,-0.23%
"Nov 12, 2003",12.9952,12.9106,13.0316,12.9099,0.63%
"Nov 13, 2003",13.0863,12.9894,13.1136,12.9863,0.70%
"Nov 14, 2003",13.1032,13.0832,13.1329,13.0412,0.13%
"Nov 17, 2003",13.132,13.0984,13.1506,13.0788,0.22%
"Nov 18, 2003",13.208,13.1263,13.2347,13.0766,0.58%
"Nov 19, 2003",13.1788,13.2138,13.2305,13.1445,-0.22%
"Nov 20, 2003",13.2272,13.1715,13.2592,13.1584,0.37%
"Nov 21, 2003",13.2209,13.2218,13.2508,13.1868,-0.05%
"Nov 24, 2003",13.1746,13.2296,13.245,13.1405,-0.35%
"Nov 25, 2003",13.1908,13.1729,13.2238,13.1532,0.12%
"Nov 26, 2003",13.305,13.1899,13.3073,13.1607,0.87%
"Nov 27, 2003",13.3126,13.3003,13.3311,13.2726,0.06%
"Nov 28, 2003",13.3739,13.3071,13.3881,13.2942,0.46%
"Dec 01, 2003",13.3403,13.3573,13.4157,13.3356,-0.25%
"Dec 02, 2003",13.4325,13.3462,13.4384,13.3236,0.69%
"Dec 03, 2003",13.4152,13.4292,13.4447,13.3844,-0.13%
"Dec 04, 2003",13.3813,13.4146,13.4288,13.3353,-0.25%
"Dec 05, 2003",13.4218,13.3699,13.4457,13.3474,0.30%
"Dec 08, 2003",13.4614,13.4228,13.4857,13.4028,0.30%
"Dec 09, 2003",13.5658,13.4562,13.5679,13.4516,0.78%
"Dec 10, 2003",13.5326,13.5586,13.5718,13.468,-0.24%
"Dec 11, 2003",13.5436,13.5318,13.5688,13.4829,0.08%
"Dec 12, 2003",13.5598,13.5478,13.5946,13.526,0.12%
"Dec 15, 2003",13.5503,13.4779,13.5729,13.471,-0.07%
"Dec 16, 2003",13.6158,13.557,13.631,13.5283,0.48%
"Dec 17, 2003",13.7156,13.6114,13.7413,13.5771,0.73%
"Dec 18, 2003",13.7714,13.7102,13.7806,13.6862,0.41%
"Dec 19, 2003",13.7123,13.7629,13.7806,13.6752,-0.43%
"Dec 22, 2003",13.6886,13.7101,13.7242,13.6595,-0.17%
"Dec 23, 2003",13.6896,13.6862,13.7215,13.6786,0.01%
"Dec 24, 2003",13.7853,13.6882,13.7954,13.6859,0.70%
"Dec 25, 2003",13.7605,13.7798,13.793,13.7565,-0.18%
"Dec 26, 2003",13.7542,13.758,13.7924,13.7382,-0.05%
"Dec 29, 2003",13.7631,13.7539,13.7981,13.7383,0.06%
"Dec 30, 2003",13.8041,13.7584,13.8345,13.7531,0.30%
"Dec 31, 2003",13.8633,13.7889,13.9337,13.7876,0.43%
"Jan 01, 2004",13.8346,13.8433,13.8854,13.8282,-0.21%
"Jan 02, 2004",13.9158,13.8391,13.9356,13.8067,0.59%
"Jan 05, 2004",14.0233,13.9103,14.0549,13.9096,0.77%
"Jan 06, 2004",14.1434,14.0091,14.1915,14.0052,0.86%
"Jan 07, 2004",14.1171,14.1417,14.1769,14.0646,-0.19%
"Jan 08, 2004",14.233,14.1073,14.2593,14.0522,0.82%
"Jan 09, 2004",14.3546,14.2304,14.3588,14.1844,0.85%
"Jan 12, 2004",14.3383,14.3342,14.423,14.3194,-0.11%
"Jan 13, 2004",14.335,14.3344,14.3918,14.2838,-0.02%
"Jan 14, 2004",14.2236,14.3357,14.3581,14.2144,-0.78%
"Jan 15, 2004",14.1448,14.2293,14.2467,14.1085,-0.55%
"Jan 16, 2004",13.9631,14.1436,14.1819,13.9228,-1.28%
"Jan 19, 2004",13.85,13.9476,13.9962,13.8402,-0.81%
"Jan 20, 2004",14.1411,13.8484,14.1524,13.8371,2.10%
"Jan 21, 2004",14.2178,14.1388,14.2764,14.0965,0.54%
"Jan 22, 2004",14.3239,14.2187,14.3528,14.2167,0.75%
"Jan 23, 2004",14.1826,14.3214,14.3852,14.1091,-0.99%
"Jan 26, 2004",14.0949,14.1891,14.2222,14.0599,-0.62%
"Jan 27, 2004",14.1893,14.0901,14.2043,13.9901,0.67%
"Jan 28, 2004",14.1476,14.19,14.2808,14.1122,-0.29%
"Jan 29, 2004",14.1192,14.1422,14.1972,14.0539,-0.20%
"Jan 30, 2004",14.1785,14.1181,14.2055,14.0357,0.42%
"Feb 02, 2004",14.1522,14.1743,14.2125,14.0997,-0.19%
"Feb 03, 2004",14.2938,14.1505,14.3256,14.1436,1.00%
"Feb 04, 2004",14.2445,14.2959,14.3097,14.2153,-0.34%
"Feb 05, 2004",14.2501,14.2461,14.3241,14.2268,0.04%
"Feb 06, 2004",14.3579,14.2523,14.3991,14.2342,0.76%
"Feb 09, 2004",14.4371,14.3188,14.4717,14.3126,0.55%
"Feb 10, 2004",14.5341,14.4496,14.5555,14.43,0.67%
"Feb 11, 2004",14.6995,14.5104,14.7042,14.485,1.14%
"Feb 12, 2004",14.7016,14.6883,14.7284,14.666,0.01%
"Feb 13, 2004",14.6522,14.7021,14.7569,14.5951,-0.34%
"Feb 16, 2004",14.6939,14.6432,14.6993,14.6152,0.28%
"Feb 17, 2004",14.7991,14.6836,14.831,14.657,0.72%
"Feb 18, 2004",14.6598,14.8028,14.8747,14.6352,-0.94%
"Feb 19, 2004",14.7228,14.6802,14.757,14.6552,0.43%
"Feb 20, 2004",14.4634,14.722,14.7705,14.4308,-1.76%
"Feb 23, 2004",14.5233,14.4528,14.547,14.3512,0.41%
"Feb 24, 2004",14.7085,14.5215,14.7328,14.4805,1.28%
"Feb 25, 2004",14.5605,14.7051,14.7388,14.544,-1.01%
"Feb 26, 2004",14.4943,14.5578,14.6124,14.4344,-0.45%
"Feb 27, 2004",14.5413,14.5038,14.5468,14.3621,0.32%
"Mar 01, 2004",14.5371,14.5383,14.5919,14.5064,-0.03%
"Mar 02, 2004",14.3307,14.5541,14.5585,14.2852,-1.42%
"Mar 03, 2004",14.2654,14.3196,14.3414,14.1465,-0.46%
"Mar 04, 2004",14.2107,14.2643,14.3197,14.1768,-0.38%
"Mar 05, 2004",14.3816,14.2045,14.4025,14.1458,1.20%
"Mar 08, 2004",14.4116,14.391,14.4504,14.3446,0.21%
"Mar 09, 2004",14.2241,14.4082,14.4828,14.1922,-1.30%
"Mar 10, 2004",14.0613,14.2244,14.2486,13.9945,-1.14%
"Mar 11, 2004",14.1312,14.0506,14.1359,13.9686,0.50%
"Mar 12, 2004",14.055,14.1205,14.1444,13.9529,-0.54%
"Mar 15, 2004",14.0709,14.0058,14.1229,13.9816,0.11%
"Mar 16, 2004",14.1163,14.0622,14.1808,14.0228,0.32%
"Mar 17, 2004",14.1513,14.1196,14.1683,14.0715,0.25%
"Mar 18, 2004",14.2863,14.1487,14.3409,14.1421,0.95%
"Mar 19, 2004",14.2843,14.2894,14.316,14.2235,-0.01%
"Mar 22, 2004",14.394,14.2813,14.4203,14.2324,0.77%
"Mar 23, 2004",14.4191,14.3967,14.452,14.3437,0.17%
"Mar 24, 2004",14.2208,14.413,14.4533,14.2026,-1.38%
"Mar 25, 2004",14.0929,14.2258,14.2398,14.0239,-0.90%
"Mar 26, 2004",14.154,14.0939,14.2228,14.0339,0.43%
"Mar 29, 2004",14.183,14.1353,14.2113,14.0801,0.20%
"Mar 30, 2004",14.2375,14.1818,14.2712,14.1678,0.38%
"Mar 31, 2004",14.3841,14.236,14.3877,14.2233,1.03%
"Apr 01, 2004",14.4607,14.3774,14.4923,14.3192,0.53%
"Apr 02, 2004",14.2649,14.4526,14.4643,14.2184,-1.35%
"Apr 05, 2004",14.1751,14.2411,14.2537,14.1002,-0.63%
"Apr 06, 2004",14.3634,14.1839,14.3807,14.1734,1.33%
